x,0.4688,0.4687,0.4687,0.4738,0.4738,0.4737,0.4741,0.4742,0.474,0.474,0.4741,0.4741,0.474,0.474,0.474,0.4737,0.4738,0.4738,0.4737,0.4736,0.4735,0.4732,0.4733,0.4733,0.4731,0.4731,0.4731
y,0.4202,0.4202,0.4202,0.4228,0.4229,0.4228,0.4231,0.4233,0.4231,0.4232,0.4232,0.4233,0.4232,0.4233,0.4233,0.4232,0.4232,0.4232,0.4232,0.4231,0.4231,0.423,0.4229,0.423,0.4229,0.4229,0.4229
Wavelength [nm],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)]
630,1.34696E-03,1.35133E-03,1.35043E-03,4.33535E-03,4.33693E-03,4.33413E-03,7.33762E-03,7.32265E-03,7.33406E-03,1.02671E-02,1.03049E-02,1.02654E-02,1.31697E-02,1.31487E-02,1.31661E-02,1.59784E-02,1.59733E-02,1.59751E-02,1.87107E-02,1.87036E-02,1.86838E-02,2.14117E-02,2.14143E-02,2.14197E-02,2.40973E-02,2.41048E-02,2.40330E-02
631,1.33466E-03,1.33871E-03,1.33684E-03,4.29966E-03,4.29122E-03,4.29044E-03,7.26541E-03,7.25203E-03,7.26398E-03,1.01730E-02,1.01963E-02,1.01657E-02,1.30568E-02,1.30220E-02,1.30279E-02,1.58067E-02,1.58189E-02,1.58000E-02,1.85358E-02,1.85158E-02,1.85114E-02,2.11742E-02,2.11936E-02,2.11998E-02,2.38496E-02,2.38693E-02,2.38431E-02
632,1.32421E-03,1.32334E-03,1.32157E-03,4.25976E-03,4.25042E-03,4.25397E-03,7.19392E-03,7.19802E-03,7.18926E-03,1.00771E-02,1.00870E-02,1.00688E-02,1.29231E-02,1.29000E-02,1.29057E-02,1.56748E-02,1.56648E-02,1.56416E-02,1.83546E-02,1.83504E-02,1.83415E-02,2.09643E-02,2.09947E-02,2.10028E-02,2.36105E-02,2.36448E-02,2.36260E-02
633,1.31299E-03,1.30687E-03,1.30614E-03,4.21485E-03,4.20786E-03,4.21509E-03,7.11892E-03,7.13792E-03,7.11447E-03,9.97502E-03,9.97440E-03,9.97266E-03,1.27726E-02,1.27774E-02,1.27830E-02,1.55400E-02,1.55008E-02,1.54898E-02,1.81693E-02,1.81815E-02,1.81588E-02,2.07625E-02,2.07923E-02,2.08054E-02,2.33689E-02,2.34044E-02,2.33707E-02
634,1.29769E-03,1.29135E-03,1.29214E-03,4.16492E-03,4.15483E-03,4.16169E-03,7.03391E-03,7.04463E-03,7.04335E-03,9.86074E-03,9.85285E-03,9.87126E-03,1.26147E-02,1.26425E-02,1.26353E-02,1.53441E-02,1.53125E-02,1.53255E-02,1.79811E-02,1.79739E-02,1.79453E-02,2.05338E-02,2.05491E-02,2.05713E-02,2.31039E-02,2.31151E-02,2.30786E-02
635,1.28170E-03,1.27836E-03,1.28005E-03,4.11711E-03,4.10367E-03,4.10738E-03,6.95456E-03,6.95007E-03,6.97652E-03,9.75195E-03,9.74439E-03,9.77195E-03,1.24707E-02,1.25087E-02,1.24868E-02,1.51428E-02,1.51363E-02,1.51705E-02,1.78085E-02,1.77716E-02,1.77431E-02,2.03178E-02,2.03095E-02,2.03389E-02,2.28565E-02,2.28417E-02,2.28122E-02
636,1.26604E-03,1.26512E-03,1.26607E-03,4.06753E-03,4.05870E-03,4.05902E-03,6.87935E-03,6.87677E-03,6.89322E-03,9.64131E-03,9.64475E-03,9.65669E-03,1.23245E-02,1.23595E-02,1.23359E-02,1.49707E-02,1.49713E-02,1.50091E-02,1.76175E-02,1.75806E-02,1.75521E-02,2.01084E-02,2.00742E-02,2.01020E-02,2.26097E-02,2.25970E-02,2.25717E-02
637,1.25059E-03,1.25129E-03,1.25051E-03,4.01913E-03,4.01816E-03,4.01477E-03,6.80446E-03,6.81061E-03,6.80209E-03,9.53034E-03,9.53989E-03,9.53576E-03,1.21813E-02,1.22108E-02,1.21905E-02,1.48134E-02,1.48091E-02,1.48385E-02,1.74024E-02,1.73862E-02,1.73701E-02,1.98987E-02,1.98410E-02,1.98595E-02,2.23560E-02,2.23593E-02,2.23396E-02
638,1.23424E-03,1.23678E-03,1.23449E-03,3.97425E-03,3.97591E-03,3.96817E-03,6.72242E-03,6.72395E-03,6.71715E-03,9.41815E-03,9.41106E-03,9.42301E-03,1.20458E-02,1.20791E-02,1.20533E-02,1.46343E-02,1.46320E-02,1.46532E-02,1.71619E-02,1.71613E-02,1.71829E-02,1.96707E-02,1.95976E-02,1.96039E-02,2.20808E-02,2.20874E-02,2.20835E-02
639,1.21772E-03,1.22160E-03,1.21845E-03,3.92901E-03,3.92922E-03,3.92162E-03,6.63625E-03,6.62608E-03,6.63691E-03,9.30323E-03,9.27498E-03,9.31835E-03,1.19105E-02,1.19479E-02,1.19158E-02,1.44422E-02,1.44431E-02,1.44607E-02,1.69172E-02,1.69262E-02,1.69752E-02,1.94176E-02,1.93557E-02,1.93533E-02,2.17935E-02,2.17949E-02,2.18112E-02
640,1.20153E-03,1.20508E-03,1.20184E-03,3.87562E-03,3.87505E-03,3.87748E-03,6.54863E-03,6.53501E-03,6.55006E-03,9.17868E-03,9.15345E-03,9.20974E-03,1.17575E-02,1.17841E-02,1.17595E-02,1.42532E-02,1.42451E-02,1.42626E-02,1.66848E-02,1.67050E-02,1.67256E-02,1.91287E-02,1.91201E-02,1.91196E-02,2.14981E-02,2.15015E-02,2.15309E-02
641,1.18576E-03,1.18791E-03,1.18560E-03,3.81979E-03,3.81888E-03,3.83148E-03,6.46377E-03,6.45294E-03,6.45975E-03,9.05237E-03,9.04498E-03,9.09304E-03,1.15952E-02,1.16082E-02,1.15949E-02,1.40683E-02,1.40520E-02,1.40632E-02,1.64692E-02,1.64938E-02,1.64673E-02,1.88402E-02,1.88801E-02,1.88926E-02,2.12091E-02,2.12196E-02,2.12458E-02
642,1.16963E-03,1.17056E-03,1.17044E-03,3.76945E-03,3.76664E-03,3.77540E-03,6.38180E-03,6.37133E-03,6.37097E-03,8.93157E-03,8.93231E-03,8.96313E-03,1.14354E-02,1.14517E-02,1.14362E-02,1.38740E-02,1.38714E-02,1.38593E-02,1.62585E-02,1.62679E-02,1.62413E-02,1.85900E-02,1.86103E-02,1.86430E-02,2.09300E-02,2.09435E-02,2.09449E-02
643,1.15421E-03,1.15380E-03,1.15660E-03,3.72331E-03,3.71800E-03,3.71780E-03,6.30252E-03,6.29299E-03,6.28795E-03,8.81755E-03,8.81309E-03,8.83259E-03,1.12858E-02,1.13072E-02,1.12877E-02,1.36814E-02,1.37010E-02,1.36673E-02,1.60473E-02,1.60385E-02,1.60460E-02,1.83667E-02,1.83407E-02,1.83821E-02,2.06663E-02,2.06759E-02,2.06504E-02
644,1.13855E-03,1.13600E-03,1.14137E-03,3.66819E-03,3.66189E-03,3.66500E-03,6.21142E-03,6.21076E-03,6.19977E-03,8.68941E-03,8.67333E-03,8.70036E-03,1.11257E-02,1.11270E-02,1.11240E-02,1.34804E-02,1.35038E-02,1.34783E-02,1.58002E-02,1.57965E-02,1.58250E-02,1.80982E-02,1.80802E-02,1.80977E-02,2.03766E-02,2.03777E-02,2.03493E-02
645,1.12209E-03,1.11874E-03,1.12393E-03,3.61009E-03,3.60272E-03,3.61528E-03,6.11028E-03,6.12112E-03,6.10695E-03,8.55482E-03,8.52904E-03,8.56766E-03,1.09565E-02,1.09316E-02,1.09535E-02,1.32803E-02,1.32878E-02,1.32872E-02,1.55437E-02,1.55565E-02,1.55828E-02,1.78017E-02,1.78284E-02,1.78054E-02,2.00600E-02,2.00655E-02,2.00414E-02
646,1.10460E-03,1.10470E-03,1.10456E-03,3.56252E-03,3.55136E-03,3.56316E-03,6.00859E-03,6.02297E-03,6.01517E-03,8.43280E-03,8.40730E-03,8.43633E-03,1.07891E-02,1.07695E-02,1.07976E-02,1.30965E-02,1.30809E-02,1.30904E-02,1.53278E-02,1.53407E-02,1.53513E-02,1.75326E-02,1.75784E-02,1.75312E-02,1.97360E-02,1.97779E-02,1.97327E-02
647,1.08689E-03,1.09143E-03,1.08487E-03,3.51885E-03,3.50601E-03,3.50836E-03,5.91221E-03,5.92272E-03,5.92631E-03,8.31492E-03,8.29859E-03,8.30620E-03,1.06215E-02,1.06287E-02,1.06452E-02,1.29143E-02,1.28841E-02,1.28861E-02,1.51350E-02,1.51312E-02,1.51315E-02,1.72812E-02,1.73194E-02,1.72711E-02,1.94226E-02,1.94945E-02,1.94297E-02
648,1.06986E-03,1.07406E-03,1.06672E-03,3.46267E-03,3.45771E-03,3.45220E-03,5.82251E-03,5.82790E-03,5.83832E-03,8.17868E-03,8.17455E-03,8.17365E-03,1.04431E-02,1.04658E-02,1.04680E-02,1.27030E-02,1.26822E-02,1.26713E-02,1.49123E-02,1.48892E-02,1.49047E-02,1.70036E-02,1.70357E-02,1.70022E-02,1.91287E-02,1.91652E-02,1.91328E-02
649,1.05323E-03,1.05414E-03,1.05120E-03,3.39885E-03,3.40552E-03,3.39619E-03,5.73706E-03,5.73885E-03,5.75113E-03,8.03588E-03,8.04111E-03,8.04038E-03,1.02643E-02,1.02860E-02,1.02823E-02,1.24811E-02,1.24835E-02,1.24638E-02,1.46654E-02,1.46297E-02,1.46706E-02,1.67173E-02,1.67455E-02,1.67313E-02,1.88461E-02,1.88209E-02,1.88496E-02
650,1.03516E-03,1.03531E-03,1.03759E-03,3.33907E-03,3.34919E-03,3.33847E-03,5.64605E-03,5.64628E-03,5.65986E-03,7.90597E-03,7.91221E-03,7.90297E-03,1.00941E-02,1.01084E-02,1.01136E-02,1.22765E-02,1.22936E-02,1.22757E-02,1.44144E-02,1.43783E-02,1.44241E-02,1.64513E-02,1.64656E-02,1.64635E-02,1.85399E-02,1.85103E-02,1.85687E-02
651,1.01670E-03,1.01809E-03,1.02337E-03,3.28415E-03,3.28974E-03,3.28050E-03,5.55098E-03,5.54980E-03,5.56579E-03,7.78726E-03,7.78357E-03,7.76818E-03,9.93321E-03,9.93721E-03,9.95870E-03,1.20872E-02,1.21022E-02,1.20919E-02,1.41679E-02,1.41428E-02,1.41716E-02,1.61981E-02,1.61995E-02,1.62051E-02,1.82151E-02,1.82218E-02,1.82669E-02
652,1.00018E-03,1.00142E-03,1.00551E-03,3.22921E-03,3.22897E-03,3.22528E-03,5.45917E-03,5.45408E-03,5.47313E-03,7.66688E-03,7.64319E-03,7.64675E-03,9.77756E-03,9.76953E-03,9.79950E-03,1.18964E-02,1.18938E-02,1.18864E-02,1.39276E-02,1.39203E-02,1.39257E-02,1.59327E-02,1.59432E-02,1.59602E-02,1.78973E-02,1.79155E-02,1.79214E-02
653,9.84076E-04,9.84604E-04,9.85098E-04,3.17137E-03,3.16699E-03,3.16995E-03,5.36794E-03,5.35946E-03,5.37654E-03,7.53258E-03,7.49729E-03,7.52756E-03,9.61573E-03,9.60340E-03,9.62415E-03,1.16937E-02,1.16753E-02,1.16659E-02,1.36838E-02,1.36957E-02,1.36784E-02,1.56478E-02,1.56761E-02,1.56907E-02,1.75829E-02,1.75861E-02,1.75662E-02
654,9.66071E-04,9.68163E-04,9.66246E-04,3.11250E-03,3.10643E-03,3.11236E-03,5.27520E-03,5.26904E-03,5.27236E-03,7.38250E-03,7.36800E-03,7.39701E-03,9.44354E-03,9.44674E-03,9.43670E-03,1.14855E-02,1.14758E-02,1.14645E-02,1.34362E-02,1.34622E-02,1.34269E-02,1.53623E-02,1.53882E-02,1.53614E-02,1.72711E-02,1.72652E-02,1.72758E-02
655,9.46857E-04,9.50903E-04,9.48596E-04,3.05355E-03,3.04842E-03,3.05423E-03,5.18028E-03,5.17677E-03,5.16655E-03,7.22891E-03,7.24680E-03,7.25497E-03,9.26137E-03,9.28914E-03,9.25290E-03,1.12732E-02,1.12801E-02,1.12719E-02,1.31796E-02,1.32104E-02,1.31732E-02,1.50795E-02,1.50883E-02,1.50272E-02,1.69583E-02,1.69528E-02,1.70090E-02
656,9.29422E-04,9.31940E-04,9.30421E-04,2.99752E-03,2.99559E-03,3.00162E-03,5.08772E-03,5.07755E-03,5.07371E-03,7.09600E-03,7.11680E-03,7.11515E-03,9.08128E-03,9.12051E-03,9.09932E-03,1.10654E-02,1.10631E-02,1.10658E-02,1.29206E-02,1.29443E-02,1.29335E-02,1.48076E-02,1.48074E-02,1.47926E-02,1.66543E-02,1.66480E-02,1.66861E-02
657,9.13011E-04,9.13279E-04,9.11890E-04,2.94169E-03,2.94314E-03,2.95088E-03,4.99241E-03,4.97393E-03,4.98809E-03,6.97480E-03,6.97668E-03,6.97788E-03,8.91102E-03,8.94110E-03,8.95131E-03,1.08580E-02,1.08333E-02,1.08424E-02,1.26692E-02,1.26810E-02,1.27005E-02,1.45388E-02,1.45356E-02,1.45996E-02,1.63483E-02,1.63442E-02,1.63183E-02
658,8.96173E-04,8.99084E-04,8.95237E-04,2.88463E-03,2.88687E-03,2.89739E-03,4.89186E-03,4.87821E-03,4.90004E-03,6.84909E-03,6.84193E-03,6.84532E-03,8.76497E-03,8.76787E-03,8.77314E-03,1.06539E-02,1.06296E-02,1.06224E-02,1.24506E-02,1.24562E-02,1.24714E-02,1.42753E-02,1.42608E-02,1.43327E-02,1.60401E-02,1.60528E-02,1.59836E-02
659,8.78893E-04,8.86288E-04,8.79834E-04,2.82865E-03,2.82930E-03,2.84095E-03,4.79387E-03,4.78789E-03,4.80655E-03,6.71923E-03,6.71081E-03,6.71534E-03,8.62455E-03,8.60216E-03,8.58094E-03,1.04492E-02,1.04505E-02,1.04129E-02,1.22418E-02,1.22449E-02,1.22405E-02,1.40092E-02,1.39769E-02,1.40123E-02,1.57301E-02,1.57634E-02,1.56862E-02
660,8.62744E-04,8.69538E-04,8.64486E-04,2.78011E-03,2.77875E-03,2.78647E-03,4.71416E-03,4.69815E-03,4.71314E-03,6.60005E-03,6.58025E-03,6.59017E-03,8.46594E-03,8.44511E-03,8.42289E-03,1.02470E-02,1.02830E-02,1.02229E-02,1.20118E-02,1.20081E-02,1.20141E-02,1.37431E-02,1.36968E-02,1.37382E-02,1.54341E-02,1.54714E-02,1.54070E-02
661,8.46846E-04,8.49391E-04,8.47669E-04,2.73255E-03,2.73132E-03,2.73167E-03,4.63600E-03,4.60543E-03,4.61687E-03,6.48004E-03,6.44896E-03,6.45965E-03,8.28780E-03,8.28115E-03,8.28311E-03,1.00394E-02,1.00961E-02,1.00340E-02,1.17653E-02,1.17487E-02,1.17876E-02,1.34716E-02,1.34216E-02,1.34884E-02,1.51396E-02,1.51605E-02,1.51230E-02
662,8.30168E-04,8.30235E-04,8.28947E-04,2.67722E-03,2.68026E-03,2.67413E-03,4.53480E-03,4.51230E-03,4.51671E-03,6.34399E-03,6.32361E-03,6.31703E-03,8.10920E-03,8.09881E-03,8.12499E-03,9.82525E-03,9.86674E-03,9.82818E-03,1.15354E-02,1.15034E-02,1.15638E-02,1.32006E-02,1.31605E-02,1.32015E-02,1.48387E-02,1.48292E-02,1.48285E-02
663,8.13033E-04,8.12862E-04,8.10014E-04,2.61761E-03,2.62303E-03,2.61517E-03,4.42235E-03,4.41942E-03,4.41945E-03,6.20123E-03,6.20310E-03,6.17578E-03,7.93283E-03,7.91377E-03,7.94703E-03,9.61296E-03,9.62382E-03,9.61695E-03,1.13102E-02,1.12812E-02,1.13370E-02,1.29271E-02,1.29028E-02,1.29011E-02,1.45346E-02,1.44983E-02,1.45282E-02
664,7.96896E-04,7.96721E-04,7.93805E-04,2.56417E-03,2.56183E-03,2.55939E-03,4.32855E-03,4.32973E-03,4.33685E-03,6.07521E-03,6.08635E-03,6.05968E-03,7.75929E-03,7.75678E-03,7.77094E-03,9.42006E-03,9.42253E-03,9.42969E-03,1.10673E-02,1.10811E-02,1.11065E-02,1.26544E-02,1.26402E-02,1.26540E-02,1.42452E-02,1.42057E-02,1.42407E-02
665,7.80712E-04,7.79793E-04,7.78481E-04,2.51286E-03,2.50034E-03,2.50312E-03,4.24465E-03,4.24035E-03,4.25588E-03,5.95517E-03,5.95975E-03,5.94656E-03,7.58471E-03,7.60907E-03,7.60004E-03,9.22873E-03,9.24403E-03,9.24638E-03,1.08085E-02,1.08627E-02,1.08612E-02,1.23781E-02,1.23722E-02,1.24195E-02,1.39472E-02,1.39249E-02,1.39493E-02
666,7.64936E-04,7.62310E-04,7.62895E-04,2.46169E-03,2.45028E-03,2.44807E-03,4.15953E-03,4.15917E-03,4.16787E-03,5.83600E-03,5.82656E-03,5.81720E-03,7.42799E-03,7.45727E-03,7.45201E-03,9.03763E-03,9.06871E-03,9.05761E-03,1.05808E-02,1.06115E-02,1.06229E-02,1.21297E-02,1.21393E-02,1.21564E-02,1.36483E-02,1.36487E-02,1.36682E-02
667,7.48843E-04,7.45179E-04,7.47280E-04,2.40812E-03,2.40714E-03,2.39725E-03,4.06987E-03,4.07784E-03,4.07202E-03,5.71668E-03,5.69832E-03,5.68213E-03,7.28211E-03,7.30197E-03,7.30714E-03,8.84362E-03,8.88918E-03,8.86098E-03,1.03759E-02,1.03562E-02,1.03917E-02,1.18918E-02,1.19140E-02,1.18790E-02,1.33513E-02,1.33681E-02,1.33837E-02
668,7.30725E-04,7.28686E-04,7.31570E-04,2.34784E-03,2.35779E-03,2.35061E-03,3.97249E-03,3.97949E-03,3.96792E-03,5.59162E-03,5.58096E-03,5.55653E-03,7.12347E-03,7.14159E-03,7.12833E-03,8.63570E-03,8.69492E-03,8.64957E-03,1.01532E-02,1.01270E-02,1.01492E-02,1.16188E-02,1.16350E-02,1.16103E-02,1.30433E-02,1.30613E-02,1.30614E-02
669,7.12874E-04,7.13471E-04,7.16040E-04,2.28867E-03,2.30488E-03,2.30457E-03,3.87724E-03,3.87947E-03,3.87023E-03,5.46309E-03,5.46644E-03,5.44326E-03,6.96572E-03,6.98162E-03,6.94877E-03,8.43627E-03,8.49659E-03,8.44451E-03,9.92364E-03,9.91870E-03,9.91491E-03,1.13434E-02,1.13408E-02,1.13616E-02,1.27427E-02,1.27477E-02,1.27377E-02
670,6.97760E-04,6.99293E-04,7.00355E-04,2.23900E-03,2.25386E-03,2.25269E-03,3.79282E-03,3.79750E-03,3.79152E-03,5.33125E-03,5.33775E-03,5.33312E-03,6.82503E-03,6.82222E-03,6.81158E-03,8.26550E-03,8.30199E-03,8.26328E-03,9.70483E-03,9.70366E-03,9.70557E-03,1.11074E-02,1.10870E-02,1.11238E-02,1.24611E-02,1.24468E-02,1.24537E-02
671,6.83301E-04,6.84687E-04,6.84714E-04,2.19480E-03,2.20153E-03,2.19716E-03,3.71373E-03,3.72119E-03,3.71914E-03,5.20227E-03,5.20061E-03,5.21541E-03,6.68271E-03,6.66256E-03,6.68101E-03,8.10051E-03,8.10604E-03,8.08630E-03,9.48879E-03,9.48491E-03,9.49313E-03,1.08788E-02,1.08470E-02,1.08764E-02,1.21770E-02,1.21625E-02,1.21822E-02
672,6.67637E-04,6.69438E-04,6.70566E-04,2.15208E-03,2.14717E-03,2.14691E-03,3.63741E-03,3.63737E-03,3.64133E-03,5.09140E-03,5.07847E-03,5.09232E-03,6.52627E-03,6.51458E-03,6.51716E-03,7.92445E-03,7.91751E-03,7.90169E-03,9.27945E-03,9.29106E-03,9.26144E-03,1.06295E-02,1.05969E-02,1.06218E-02,1.18898E-02,1.19144E-02,1.19039E-02
673,6.50716E-04,6.53419E-04,6.55356E-04,2.10355E-03,2.09210E-03,2.09783E-03,3.55650E-03,3.54792E-03,3.55578E-03,4.97633E-03,4.96918E-03,4.96839E-03,6.36243E-03,6.36896E-03,6.34080E-03,7.73658E-03,7.73589E-03,7.70941E-03,9.07002E-03,9.08928E-03,9.02870E-03,1.03616E-02,1.03558E-02,1.03627E-02,1.16177E-02,1.16716E-02,1.16238E-02
674,6.34563E-04,6.37810E-04,6.37467E-04,2.04755E-03,2.04234E-03,2.04715E-03,3.47065E-03,3.46585E-03,3.47070E-03,4.84130E-03,4.87085E-03,4.85733E-03,6.21511E-03,6.22404E-03,6.19792E-03,7.55688E-03,7.57030E-03,7.52924E-03,8.86823E-03,8.85698E-03,8.83373E-03,1.01093E-02,1.01651E-02,1.01221E-02,1.13965E-02,1.14163E-02,1.13739E-02
675,6.20542E-04,6.22350E-04,6.19652E-04,1.99197E-03,1.99823E-03,1.99793E-03,3.38125E-03,3.38986E-03,3.38752E-03,4.71412E-03,4.76984E-03,4.75475E-03,6.08267E-03,6.07946E-03,6.07275E-03,7.38764E-03,7.40153E-03,7.36625E-03,8.66576E-03,8.62880E-03,8.64566E-03,9.88533E-03,9.97399E-03,9.89839E-03,1.11732E-02,1.11522E-02,1.11371E-02
676,6.08391E-04,6.05967E-04,6.04535E-04,1.94351E-03,1.95534E-03,1.95122E-03,3.28830E-03,3.31140E-03,3.30278E-03,4.61984E-03,4.64895E-03,4.64630E-03,5.94917E-03,5.92915E-03,5.93124E-03,7.21748E-03,7.20419E-03,7.21047E-03,8.44636E-03,8.43434E-03,8.41785E-03,9.67751E-03,9.71179E-03,9.67109E-03,1.08787E-02,1.08778E-02,1.08765E-02
677,5.95661E-04,5.90291E-04,5.91783E-04,1.90272E-03,1.90965E-03,1.90400E-03,3.20599E-03,3.23348E-03,3.22397E-03,4.53790E-03,4.52590E-03,4.53224E-03,5.81332E-03,5.78085E-03,5.78964E-03,7.04993E-03,7.01810E-03,7.05584E-03,8.24131E-03,8.25341E-03,8.19561E-03,9.45832E-03,9.42787E-03,9.43707E-03,1.05817E-02,1.06128E-02,1.06152E-02
678,5.80195E-04,5.76889E-04,5.79947E-04,1.86669E-03,1.85908E-03,1.85409E-03,3.14486E-03,3.16044E-03,3.15687E-03,4.44093E-03,4.41937E-03,4.41672E-03,5.67589E-03,5.64274E-03,5.66723E-03,6.88857E-03,6.87827E-03,6.89589E-03,8.07384E-03,8.05863E-03,8.02625E-03,9.20668E-03,9.18460E-03,9.19844E-03,1.03557E-02,1.03684E-02,1.03783E-02
679,5.63480E-04,5.64021E-04,5.66518E-04,1.82571E-03,1.80905E-03,1.80755E-03,3.08489E-03,3.08854E-03,3.08805E-03,4.32615E-03,4.31232E-03,4.30291E-03,5.52898E-03,5.50916E-03,5.53771E-03,6.72035E-03,6.72625E-03,6.71786E-03,7.88102E-03,7.85076E-03,7.86051E-03,8.94451E-03,8.96036E-03,8.95838E-03,1.01374E-02,1.00983E-02,1.01290E-02
680,5.49078E-04,5.51353E-04,5.51557E-04,1.77772E-03,1.76953E-03,1.77365E-03,3.01525E-03,3.02035E-03,3.01340E-03,4.21192E-03,4.20094E-03,4.20468E-03,5.38369E-03,5.38785E-03,5.39399E-03,6.55333E-03,6.53097E-03,6.53571E-03,7.63908E-03,7.65918E-03,7.66961E-03,8.72365E-03,8.75105E-03,8.74579E-03,9.88733E-03,9.80177E-03,9.86678E-03
681,5.36338E-04,5.38183E-04,5.36864E-04,1.72722E-03,1.73349E-03,1.73933E-03,2.93970E-03,2.94279E-03,2.93368E-03,4.10626E-03,4.09603E-03,4.11125E-03,5.24468E-03,5.26540E-03,5.25573E-03,6.38638E-03,6.34149E-03,6.36476E-03,7.42222E-03,7.47448E-03,7.46732E-03,8.53160E-03,8.55621E-03,8.54784E-03,9.62311E-03,9.54212E-03,9.62268E-03
682,5.23913E-04,5.24035E-04,5.23620E-04,1.67856E-03,1.69273E-03,1.69301E-03,2.86278E-03,2.84904E-03,2.85076E-03,4.00882E-03,4.00280E-03,4.01023E-03,5.11275E-03,5.12933E-03,5.13496E-03,6.21882E-03,6.19815E-03,6.20963E-03,7.28036E-03,7.28222E-03,7.26858E-03,8.34193E-03,8.36633E-03,8.34686E-03,9.36549E-03,9.35353E-03,9.40816E-03
683,5.11942E-04,5.10209E-04,5.10863E-04,1.63400E-03,1.64952E-03,1.64509E-03,2.78663E-03,2.76565E-03,2.77107E-03,3.90749E-03,3.90678E-03,3.90704E-03,4.98942E-03,4.99224E-03,5.01186E-03,6.06701E-03,6.07266E-03,6.05213E-03,7.13853E-03,7.08993E-03,7.07585E-03,8.14228E-03,8.15710E-03,8.15167E-03,9.12268E-03,9.15762E-03,9.17107E-03
684,4.99990E-04,4.97256E-04,4.97571E-04,1.59363E-03,1.60580E-03,1.60342E-03,2.71082E-03,2.70652E-03,2.69826E-03,3.79507E-03,3.79756E-03,3.80563E-03,4.87125E-03,4.86319E-03,4.87183E-03,5.93069E-03,5.93104E-03,5.87941E-03,6.93751E-03,6.90218E-03,6.88799E-03,7.92344E-03,7.91922E-03,7.96230E-03,8.89310E-03,8.89919E-03,8.88084E-03
685,4.86692E-04,4.84235E-04,4.84781E-04,1.55687E-03,1.56161E-03,1.56320E-03,2.63623E-03,2.64476E-03,2.63322E-03,3.69134E-03,3.69326E-03,3.70707E-03,4.75382E-03,4.74229E-03,4.73987E-03,5.77427E-03,5.77144E-03,5.71709E-03,6.73262E-03,6.72289E-03,6.71729E-03,7.69662E-03,7.70720E-03,7.76349E-03,8.67806E-03,8.65519E-03,8.61247E-03
686,4.72097E-04,4.71190E-04,4.73175E-04,1.52279E-03,1.51827E-03,1.52104E-03,2.56672E-03,2.56660E-03,2.57519E-03,3.60810E-03,3.60533E-03,3.61171E-03,4.63764E-03,4.62701E-03,4.62830E-03,5.58892E-03,5.60656E-03,5.58317E-03,6.56962E-03,6.55537E-03,6.57083E-03,7.48155E-03,7.54370E-03,7.54863E-03,8.47336E-03,8.47638E-03,8.41916E-03
687,4.59041E-04,4.60212E-04,4.61492E-04,1.48831E-03,1.47870E-03,1.47909E-03,2.50907E-03,2.49690E-03,2.51791E-03,3.52727E-03,3.51756E-03,3.51542E-03,4.52906E-03,4.50722E-03,4.50443E-03,5.42803E-03,5.46328E-03,5.46032E-03,6.42842E-03,6.39486E-03,6.43295E-03,7.30045E-03,7.35461E-03,7.32668E-03,8.25334E-03,8.30478E-03,8.26262E-03
688,4.48320E-04,4.51218E-04,4.49130E-04,1.45043E-03,1.44240E-03,1.43888E-03,2.45815E-03,2.44518E-03,2.45587E-03,3.43646E-03,3.41982E-03,3.41889E-03,4.42275E-03,4.37755E-03,4.35924E-03,5.31179E-03,5.34415E-03,5.33007E-03,6.28114E-03,6.23464E-03,6.28222E-03,7.14667E-03,7.11465E-03,7.11075E-03,8.00871E-03,8.09688E-03,8.09470E-03
689,4.37449E-04,4.40795E-04,4.38051E-04,1.41002E-03,1.40567E-03,1.40261E-03,2.39256E-03,2.39032E-03,2.39139E-03,3.34767E-03,3.32640E-03,3.33937E-03,4.30109E-03,4.25212E-03,4.24495E-03,5.19874E-03,5.21706E-03,5.19161E-03,6.11490E-03,6.07984E-03,6.10614E-03,6.97748E-03,6.92185E-03,6.93250E-03,7.78112E-03,7.87722E-03,7.88866E-03
