Name,Measurement #1,Measurement #2,Measurement #3,Measurement #4,Measurement #5,Measurement #6,Measurement #7,Measurement #8,Measurement #9,Measurement #10,Measurement #11,Measurement #12,Measurement #13,Measurement #14,Measurement #15,Measurement #16,Measurement #17,Measurement #18,Measurement #19,Measurement #20,Measurement #21,Measurement #22,Measurement #23,Measurement #24,Measurement #25,Measurement #26,Measurement #27
Driving Voltage (mV peak-to-peak),20,20,20,60,60,60,100,100,100,140,140,140,180,180,180,220,220,220,260,260,260,300,300,300,340,340,340
Integration Time [ms],4458,4448,4475,1396,1394,1395,918,919,910,655,657,665,509,513,512,420,422,422,358,359,357,312,313,312,278,277,277
Luminance [cd/sqm],6.826E+01,6.829E+01,6.830E+01,2.163E+02,2.163E+02,2.164E+02,3.655E+02,3.656E+02,3.655E+02,5.127E+02,5.125E+02,5.127E+02,6.569E+02,6.567E+02,6.568E+02,7.985E+02,7.984E+02,7.981E+02,9.368E+02,9.369E+02,9.369E+02,1.073E+03,1.074E+03,1.073E+03,1.208E+03,1.209E+03,1.209E+03
Chromaticity Coordinates,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,0.4688,0.4687,0.4687,0.4738,0.4738,0.4737,0.4741,0.4742,0.474,0.474,0.4741,0.4741,0.474,0.474,0.474,0.4737,0.4738,0.4738,0.4737,0.4736,0.4735,0.4732,0.4733,0.4733,0.4731,0.4731,0.4731
y,0.4202,0.4202,0.4202,0.4228,0.4229,0.4228,0.4231,0.4233,0.4231,0.4232,0.4232,0.4233,0.4232,0.4233,0.4233,0.4232,0.4232,0.4232,0.4232,0.4231,0.4231,0.423,0.4229,0.423,0.4229,0.4229,0.4229
Wavelength [nm],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)]
380,9.61641E-06,3.74590E-07,1.09465E-06,-1.70E-06,1.36928E-05,1.48543E-05,2.80800E-05,3.54736E-05,-1.18E-05,8.10248E-06,-1.56E-06,9.09908E-06,7.76616E-05,-1.84E-05,2.51049E-06,3.82736E-05,4.05907E-05,-6.76E-06,-7.59E-06,-3.02E-07,6.62697E-05,1.23933E-05,4.92564E-05,-1.09E-05,5.45256E-05,8.83841E-05,1.68821E-05
381,5.92520E-06,4.32140E-06,4.01429E-06,4.95561E-06,4.43813E-06,1.73657E-05,3.28860E-05,1.35158E-05,-2.76E-06,2.28065E-05,1.36011E-05,-1.54E-06,7.16341E-05,3.77197E-05,3.35847E-05,2.93193E-05,5.84140E-05,2.58925E-05,-5.15E-05,5.53857E-06,6.92034E-05,2.43844E-05,3.73281E-05,-1.93E-05,7.47141E-05,7.13187E-05,6.38058E-05
382,2.20450E-06,6.55984E-06,6.12089E-06,7.07728E-06,5.59050E-06,1.65555E-05,3.22137E-05,-5.16E-07,1.36450E-05,2.93841E-05,2.62147E-05,-6.37E-06,5.55665E-05,5.53124E-05,4.44178E-05,1.73614E-05,6.26662E-05,4.53062E-05,-6.80E-05,6.06549E-06,5.55835E-05,4.14076E-05,1.15585E-05,-2.69E-05,7.57431E-05,4.27651E-05,9.16199E-05
383,-4.29E-07,5.71703E-06,6.51388E-06,3.19605E-06,1.89353E-05,1.07135E-05,2.37999E-05,2.60804E-06,3.37316E-05,2.26958E-05,3.27637E-05,-4.07E-06,4.16956E-05,1.82121E-05,2.58401E-05,2.97741E-06,5.01025E-05,4.43202E-05,-4.79E-05,-1.29E-06,3.15412E-05,5.45724E-05,-2.22E-05,-3.37E-05,5.45895E-05,2.09511E-05,8.73143E-05
384,-1.41E-06,4.23280E-06,5.08242E-06,1.23175E-06,3.00277E-05,3.67735E-06,1.44583E-05,1.09157E-05,4.63000E-05,1.52342E-05,3.23787E-05,5.00715E-06,3.74592E-05,-2.44E-05,-2.63E-06,-1.34E-06,3.18119E-05,3.58517E-05,-1.53E-05,-1.85E-06,7.05182E-06,5.61762E-05,-3.38E-05,-2.71E-05,2.32248E-05,2.23727E-05,6.59089E-05
385,-4.61E-07,4.37944E-06,2.02062E-06,7.73713E-06,2.60200E-05,-5.81E-07,1.05016E-05,1.27346E-05,4.17210E-05,1.84982E-05,2.49629E-05,1.90113E-05,4.73754E-05,-2.71E-05,-2.09E-05,1.39465E-05,1.92920E-05,3.22200E-05,6.01210E-06,1.65090E-05,-8.26E-06,4.06889E-05,1.02247E-07,1.15980E-06,-4.36E-06,5.69662E-05,4.31095E-05
386,7.13789E-07,5.50364E-06,-1.12E-06,1.63687E-05,1.29747E-05,-1.22E-06,8.95744E-06,8.51393E-06,2.63750E-05,2.88786E-05,1.45773E-05,2.87241E-05,5.88386E-05,-3.55E-06,-2.29E-05,3.28020E-05,1.71493E-05,3.27628E-05,1.54340E-05,4.24936E-05,-1.35E-05,1.56725E-05,4.90700E-05,2.66637E-05,-1.37E-05,9.41562E-05,2.35549E-05
387,-1.58E-07,5.88844E-06,-2.52E-06,1.66427E-05,3.20717E-06,1.21196E-06,3.39626E-06,3.16943E-06,1.16751E-05,3.74315E-05,6.09445E-06,2.32870E-05,5.38879E-05,1.17794E-05,-8.50E-06,3.13934E-05,2.65360E-05,3.16530E-05,2.15120E-05,5.75181E-05,-1.14E-05,-7.82E-06,6.59146E-05,1.58475E-05,8.02270E-06,9.14810E-05,6.34241E-06
388,-2.96E-06,4.94118E-06,-1.60E-06,6.85237E-06,1.66429E-06,5.13532E-06,-6.82E-06,3.73612E-08,4.65029E-06,3.98393E-05,2.73142E-06,5.47658E-06,3.17364E-05,8.14603E-06,1.67436E-05,9.81102E-06,4.34031E-05,2.52166E-05,2.68355E-05,5.49915E-05,-4.45E-06,-1.98E-05,4.29178E-05,-2.78E-05,5.29215E-05,4.46058E-05,-3.90E-06
389,-4.36E-06,3.41856E-06,7.82327E-07,-3.50E-06,4.55697E-06,7.28552E-06,-1.45E-05,9.25767E-07,7.89039E-06,3.66431E-05,6.23150E-06,-3.71E-06,1.38467E-05,4.11984E-06,3.85150E-05,-6.61E-07,5.57252E-05,1.20774E-05,2.57638E-05,4.20959E-05,5.45282E-06,-9.39E-06,2.18646E-05,-5.13E-05,8.44396E-05,-1.82E-06,6.03393E-06
390,-1.76E-06,2.12955E-06,3.44975E-06,-6.03E-06,7.80787E-06,5.06358E-06,-1.30E-05,6.75313E-06,2.08222E-05,2.83837E-05,1.61009E-05,1.12436E-05,1.74986E-05,1.44552E-05,4.31559E-05,2.30792E-05,5.28321E-05,-6.33E-06,1.46805E-05,2.67634E-05,1.45553E-05,2.72038E-05,3.63461E-05,-1.48E-05,7.11532E-05,-9.02E-06,4.27611E-05
391,2.17284E-06,1.77955E-06,4.99610E-06,-4.22E-06,9.67781E-06,9.84973E-07,-5.14E-06,1.50535E-05,3.08694E-05,1.82507E-05,2.32754E-05,3.19133E-05,3.08179E-05,2.72029E-05,3.34451E-05,5.39042E-05,4.34515E-05,-1.81E-05,5.35639E-06,1.89644E-05,1.36979E-05,6.15077E-05,6.50246E-05,3.31713E-05,3.39593E-05,7.34334E-06,8.24821E-05
392,3.88273E-06,2.76505E-06,4.17812E-06,-4.36E-06,9.18838E-06,-1.65E-06,4.60756E-06,2.28804E-05,2.37922E-05,8.05732E-06,1.74342E-05,3.32898E-05,3.46895E-05,2.45238E-05,1.51378E-05,5.47245E-05,3.82990E-05,-1.12E-05,1.09342E-05,2.55640E-05,-6.33E-06,6.10878E-05,7.32098E-05,2.85168E-05,2.15599E-06,1.80222E-05,9.66284E-05
393,2.74014E-06,4.51124E-06,1.56511E-06,-6.83E-06,6.17484E-06,-1.38E-06,1.21078E-05,2.93689E-05,3.38011E-06,6.32622E-07,-5.67E-07,1.58636E-05,2.57893E-05,5.54598E-06,-3.68E-06,2.50815E-05,3.89113E-05,1.03937E-05,2.79409E-05,3.81502E-05,-3.39E-05,2.83963E-05,5.43422E-05,-2.57E-05,-1.19E-05,1.59562E-05,8.09254E-05
394,8.51693E-07,5.44951E-06,-4.87E-07,-6.39E-06,1.25366E-06,1.59291E-06,1.30760E-05,3.53646E-05,-8.93E-06,1.44959E-07,-1.90E-05,4.54127E-06,1.56254E-05,-1.43E-05,-1.18E-05,-4.29E-07,3.81525E-05,2.65646E-05,3.66056E-05,3.30163E-05,-3.61E-05,-5.39E-07,2.82305E-05,-6.17E-05,-1.06E-05,1.47027E-05,5.37482E-05
395,-1.71E-07,4.76863E-06,-4.81E-07,1.48593E-07,-4.34E-06,6.82149E-06,5.93115E-06,4.08698E-05,4.40874E-07,7.78102E-06,-2.86E-05,1.49987E-05,1.27511E-05,-2.29E-05,-2.80E-06,1.78721E-06,3.12497E-05,2.35841E-05,2.46303E-05,-1.95E-06,4.59583E-06,1.03138E-06,1.14224E-05,-3.33E-05,1.79660E-06,2.14817E-05,3.08268E-05
396,-6.67E-07,4.16102E-06,-2.55E-08,8.63211E-06,-7.38E-06,1.30737E-05,-1.94E-06,4.17555E-05,1.67370E-05,1.40438E-05,-2.98E-05,2.88521E-05,1.35656E-05,-2.06E-05,1.35759E-05,1.43190E-05,2.06958E-05,1.00710E-05,5.47102E-06,-3.92E-05,5.26356E-05,2.52447E-05,5.72937E-06,2.76858E-05,1.67331E-05,1.91432E-05,1.49853E-05
397,-1.30E-06,5.59542E-06,-1.15E-06,1.36222E-05,-4.65E-06,1.88378E-05,-2.00E-06,3.36415E-05,2.06125E-05,8.25248E-06,-2.49E-05,2.26922E-05,1.24509E-05,-1.06E-05,2.46459E-05,1.30711E-05,1.04328E-05,-9.59E-07,-3.06E-06,-4.52E-05,6.44369E-05,5.66968E-05,9.87062E-06,7.51123E-05,2.52695E-05,-1.15E-05,6.53960E-06
398,-1.76E-06,8.01523E-06,-2.99E-06,1.43146E-05,1.14929E-06,2.25443E-05,4.02540E-06,2.20443E-05,1.19770E-05,-5.96E-06,-1.54E-05,2.52285E-06,1.11237E-05,3.60920E-07,2.62766E-05,-4.37E-07,2.47218E-06,-3.14E-07,1.93399E-06,-2.33E-05,4.16970E-05,7.96749E-05,2.18591E-05,9.22251E-05,2.95743E-05,-4.93E-05,6.45596E-06
399,-1.03E-06,8.25178E-06,-2.63E-06,1.33600E-05,3.19851E-06,2.27409E-05,7.15959E-06,1.90669E-05,4.60256E-06,-1.50E-05,-1.81E-06,-4.99E-06,1.64569E-05,3.25891E-06,2.08302E-05,-6.42E-06,-2.96E-06,1.78781E-05,1.23102E-05,-3.22E-06,1.86923E-05,7.94924E-05,3.94012E-05,8.51813E-05,3.98949E-05,-4.58E-05,1.59061E-05
400,1.08905E-06,5.17396E-06,1.12340E-06,1.25126E-05,-1.02E-06,1.88388E-05,3.05034E-06,2.92647E-05,6.15419E-06,-1.09E-05,1.40680E-05,1.24046E-05,3.03704E-05,-4.05E-06,1.04822E-05,5.21754E-06,-3.99E-06,5.05846E-05,2.12948E-05,4.31079E-07,1.65668E-05,5.26071E-05,5.91491E-05,6.40987E-05,6.01468E-05,1.56291E-05,3.38376E-05
401,2.94639E-06,2.16114E-06,5.59529E-06,1.12288E-05,-4.36E-06,1.16653E-05,-2.36E-06,3.98019E-05,1.06316E-05,2.66527E-06,2.74791E-05,3.45116E-05,4.26545E-05,-8.51E-06,-3.31E-06,2.29187E-05,5.81733E-06,7.26845E-05,2.42781E-05,5.85808E-06,2.77306E-05,1.89550E-05,7.31071E-05,4.65670E-05,7.81943E-05,7.91417E-05,5.31335E-05
402,2.92781E-06,2.79763E-06,7.88383E-06,8.94610E-06,5.19339E-07,2.79555E-06,-2.38E-06,3.74798E-05,1.10663E-05,2.02242E-05,3.37571E-05,3.94023E-05,4.34436E-05,2.96436E-06,-1.85E-05,3.36444E-05,3.13702E-05,6.06126E-05,1.84877E-05,3.24665E-05,4.15498E-05,1.02170E-06,7.41368E-05,4.98558E-05,8.19150E-05,8.66553E-05,6.70992E-05
403,2.15643E-06,5.83568E-06,7.73133E-06,6.22896E-06,1.03086E-05,-3.13E-06,2.77395E-06,2.43257E-05,7.65743E-06,3.30596E-05,3.32098E-05,2.87649E-05,3.84933E-05,2.35011E-05,-2.74E-05,3.70794E-05,5.50207E-05,3.07879E-05,1.41785E-05,6.72706E-05,5.05318E-05,7.66213E-06,6.32058E-05,6.80072E-05,7.32009E-05,5.18100E-05,7.64259E-05
404,3.26567E-06,7.40471E-06,6.31963E-06,4.39141E-06,1.57666E-05,4.40596E-07,9.18019E-06,1.09805E-05,4.56374E-06,3.04464E-05,2.89764E-05,1.72726E-05,4.23335E-05,3.51159E-05,-1.92E-05,3.97826E-05,4.64816E-05,2.21358E-05,2.89699E-05,7.92945E-05,4.87898E-05,4.07023E-05,4.63147E-05,8.26741E-05,6.21017E-05,2.77391E-05,8.59859E-05
405,6.78889E-06,5.86675E-06,4.58354E-06,5.25670E-06,1.25723E-05,1.34245E-05,1.42125E-05,4.41647E-06,5.22653E-06,1.17904E-05,2.35705E-05,1.33754E-05,5.73801E-05,2.94275E-05,6.12843E-06,4.53880E-05,3.72497E-06,4.60728E-05,6.33254E-05,5.77834E-05,3.79464E-05,8.71375E-05,3.29717E-05,8.42508E-05,5.51629E-05,4.08391E-05,9.75813E-05
406,9.65602E-06,3.46668E-06,2.96556E-06,1.14030E-05,5.02612E-06,2.44606E-05,1.76645E-05,4.83043E-06,1.16595E-05,-6.26E-06,1.82241E-05,1.43390E-05,6.51844E-05,1.48896E-05,3.04599E-05,5.23228E-05,-2.71E-05,6.63540E-05,8.84929E-05,2.69923E-05,3.22254E-05,1.09430E-04,3.79624E-05,7.84104E-05,5.23650E-05,7.03682E-05,1.07624E-04
407,9.02069E-06,2.42065E-06,1.88653E-06,2.38654E-05,-1.73E-06,2.32305E-05,1.92953E-05,1.14089E-05,2.40832E-05,-8.23E-06,1.39809E-05,1.64832E-05,4.94163E-05,1.40590E-06,3.70702E-05,5.79062E-05,-5.61E-06,5.08568E-05,7.85127E-05,1.13188E-05,4.28676E-05,7.82748E-05,7.04933E-05,7.09238E-05,5.23635E-05,9.17947E-05,1.10875E-04
408,6.46474E-06,2.75236E-06,2.09283E-06,3.64158E-05,-2.98E-06,1.48433E-05,1.92812E-05,2.22724E-05,3.53431E-05,3.21536E-06,1.29873E-05,1.88062E-05,2.42214E-05,-2.46E-06,3.30127E-05,6.19222E-05,4.46045E-05,2.52958E-05,4.98775E-05,1.62676E-05,6.03248E-05,3.58786E-05,1.10498E-04,6.67855E-05,5.53768E-05,9.57269E-05,1.07395E-04
409,4.76773E-06,3.65051E-06,4.26718E-06,4.06241E-05,5.21828E-06,8.82747E-06,1.76780E-05,3.49933E-05,3.61918E-05,1.92681E-05,1.71518E-05,2.09148E-05,1.17469E-05,1.01570E-05,3.23274E-05,6.39345E-05,8.01635E-05,3.13616E-05,3.06115E-05,3.95246E-05,6.81222E-05,4.28707E-05,1.28606E-04,6.87611E-05,6.08772E-05,7.77266E-05,9.70850E-05
410,4.68964E-06,4.68542E-06,7.47814E-06,3.55232E-05,1.93200E-05,8.18605E-06,1.70736E-05,4.47035E-05,2.76287E-05,3.35053E-05,2.63335E-05,2.19121E-05,1.85668E-05,3.37016E-05,3.82341E-05,6.45456E-05,8.57375E-05,6.94154E-05,2.96271E-05,7.24925E-05,6.65111E-05,9.94389E-05,1.18632E-04,7.94801E-05,6.66832E-05,5.19539E-05,8.74873E-05
411,4.94175E-06,5.85587E-06,9.25355E-06,2.78443E-05,2.85492E-05,9.25654E-06,2.26210E-05,4.45184E-05,2.10417E-05,4.23800E-05,3.85383E-05,2.05240E-05,3.54335E-05,5.06418E-05,4.31597E-05,6.56864E-05,7.52830E-05,9.86846E-05,3.63306E-05,1.01127E-04,7.29639E-05,1.45610E-04,9.84907E-05,1.01821E-04,6.93493E-05,5.09742E-05,9.39412E-05
412,4.69236E-06,7.03473E-06,8.26470E-06,2.32673E-05,2.67119E-05,9.65057E-06,3.66920E-05,3.23818E-05,2.41121E-05,4.56212E-05,5.13463E-05,1.73588E-05,5.36001E-05,5.14829E-05,4.30662E-05,6.91920E-05,6.26804E-05,9.36975E-05,4.29755E-05,1.15441E-04,9.78886E-05,1.42957E-04,8.35975E-05,1.34665E-04,7.09597E-05,9.37998E-05,1.23578E-04
413,4.66620E-06,7.40153E-06,6.55867E-06,2.37972E-05,2.11686E-05,1.15114E-05,5.18242E-05,2.08033E-05,3.22819E-05,5.12955E-05,5.91889E-05,1.88792E-05,6.51735E-05,5.05132E-05,4.50910E-05,7.53065E-05,5.82193E-05,7.63994E-05,5.17056E-05,1.13531E-04,1.25963E-04,1.19299E-04,7.95425E-05,1.60205E-04,9.01033E-05,1.55097E-04,1.54873E-04
414,5.83446E-06,6.19125E-06,6.71613E-06,3.04295E-05,2.14729E-05,1.75633E-05,5.92081E-05,2.44146E-05,3.91042E-05,6.80861E-05,5.69735E-05,3.21020E-05,6.37606E-05,6.53948E-05,5.80505E-05,8.44682E-05,7.12536E-05,7.65682E-05,6.65517E-05,9.70630E-05,1.38840E-04,1.14069E-04,9.08029E-05,1.59887E-04,1.45343E-04,2.02018E-04,1.63500E-04
415,8.02191E-06,4.66123E-06,8.70335E-06,3.80151E-05,2.84532E-05,2.64255E-05,5.92384E-05,4.24717E-05,4.41678E-05,9.07954E-05,5.24363E-05,5.53050E-05,5.99464E-05,9.47198E-05,8.16247E-05,9.93284E-05,1.00636E-04,9.55838E-05,9.00642E-05,8.51062E-05,1.43996E-04,1.35002E-04,1.21410E-04,1.45158E-04,2.14401E-04,2.26356E-04,1.59468E-04
416,1.02974E-05,5.27205E-06,1.07569E-05,3.75371E-05,3.71285E-05,3.40910E-05,5.80074E-05,6.41734E-05,5.08284E-05,1.05276E-04,6.09334E-05,8.11542E-05,7.44731E-05,1.24596E-04,1.09397E-04,1.23442E-04,1.38153E-04,1.15940E-04,1.23542E-04,1.06384E-04,1.64625E-04,1.68243E-04,1.74430E-04,1.45472E-04,2.49372E-04,2.35623E-04,1.73733E-04
417,1.21697E-05,8.90385E-06,1.21564E-05,2.83683E-05,4.43114E-05,3.87150E-05,6.04025E-05,8.17290E-05,6.13298E-05,1.07238E-04,8.81599E-05,1.05145E-04,1.13093E-04,1.46438E-04,1.35980E-04,1.55933E-04,1.77167E-04,1.30255E-04,1.67208E-04,1.67025E-04,2.08297E-04,2.04949E-04,2.42368E-04,1.77560E-04,2.38752E-04,2.39754E-04,2.22056E-04
418,1.41231E-05,1.36224E-05,1.43011E-05,2.58590E-05,5.08027E-05,4.29546E-05,6.98561E-05,9.40314E-05,7.65713E-05,1.12130E-04,1.23027E-04,1.29293E-04,1.55163E-04,1.63472E-04,1.59618E-04,1.89681E-04,2.16169E-04,1.51956E-04,2.21332E-04,2.33506E-04,2.56156E-04,2.48676E-04,3.01070E-04,2.36945E-04,2.41714E-04,2.56082E-04,2.94775E-04
419,1.65237E-05,1.74791E-05,1.82458E-05,4.23399E-05,5.73532E-05,4.92923E-05,8.77144E-05,1.00901E-04,9.60276E-05,1.32839E-04,1.53336E-04,1.54773E-04,1.81196E-04,1.79362E-04,1.78662E-04,2.17617E-04,2.52371E-04,1.91468E-04,2.82703E-04,2.74371E-04,2.89225E-04,3.00395E-04,3.29629E-04,3.14070E-04,3.07399E-04,2.97462E-04,3.76916E-04
420,1.94282E-05,2.06952E-05,2.28552E-05,6.71852E-05,6.53061E-05,5.97115E-05,1.09540E-04,1.09047E-04,1.16782E-04,1.65326E-04,1.76486E-04,1.82054E-04,2.01026E-04,2.04245E-04,1.99636E-04,2.47860E-04,2.85306E-04,2.40817E-04,3.41121E-04,3.03527E-04,3.17703E-04,3.54416E-04,3.50957E-04,3.97845E-04,4.09216E-04,3.67657E-04,4.55437E-04
421,2.27178E-05,2.41915E-05,2.62528E-05,8.24625E-05,7.58256E-05,7.55637E-05,1.28920E-04,1.26512E-04,1.35006E-04,1.99259E-04,1.93111E-04,2.10699E-04,2.33315E-04,2.48699E-04,2.30547E-04,2.92192E-04,3.14367E-04,2.85466E-04,3.83946E-04,3.48711E-04,3.59977E-04,4.02179E-04,4.00021E-04,4.76458E-04,4.94728E-04,4.65219E-04,5.17887E-04
422,2.67457E-05,2.84728E-05,2.84765E-05,8.66022E-05,8.89843E-05,9.46235E-05,1.46771E-04,1.53581E-04,1.52418E-04,2.31320E-04,2.11110E-04,2.41590E-04,2.82679E-04,3.10075E-04,2.72555E-04,3.50906E-04,3.44679E-04,3.24026E-04,4.17502E-04,4.17412E-04,4.22413E-04,4.51641E-04,4.84695E-04,5.47376E-04,5.54222E-04,5.78575E-04,5.71062E-04
423,3.24080E-05,3.36625E-05,3.16180E-05,9.52550E-05,1.03869E-04,1.11035E-04,1.71919E-04,1.82697E-04,1.76814E-04,2.65866E-04,2.46480E-04,2.77428E-04,3.39570E-04,3.72340E-04,3.20149E-04,4.12871E-04,3.88109E-04,3.69377E-04,4.68800E-04,4.96772E-04,4.99651E-04,5.28950E-04,5.85472E-04,6.18613E-04,6.23433E-04,6.86245E-04,6.43001E-04
424,3.97378E-05,3.95078E-05,3.68944E-05,1.17743E-04,1.19478E-04,1.21435E-04,2.08263E-04,2.07981E-04,2.11344E-04,3.04098E-04,3.05046E-04,3.17171E-04,3.94276E-04,4.22002E-04,3.68146E-04,4.69266E-04,4.50559E-04,4.29604E-04,5.52102E-04,5.73288E-04,5.83509E-04,6.43850E-04,6.82149E-04,6.93826E-04,7.23701E-04,7.73235E-04,7.46901E-04
425,4.73007E-05,4.59287E-05,4.38383E-05,1.45883E-04,1.38545E-04,1.34531E-04,2.50374E-04,2.36285E-04,2.51052E-04,3.46494E-04,3.70295E-04,3.58357E-04,4.50822E-04,4.68212E-04,4.25102E-04,5.34956E-04,5.33921E-04,5.10789E-04,6.58634E-04,6.52255E-04,6.77292E-04,7.74341E-04,7.77017E-04,7.85261E-04,8.50894E-04,8.70557E-04,8.72791E-04
426,5.38471E-05,5.30476E-05,5.18786E-05,1.70182E-04,1.64376E-04,1.60097E-04,2.92828E-04,2.76415E-04,2.91177E-04,3.94685E-04,4.25755E-04,4.00096E-04,5.16865E-04,5.24473E-04,5.01995E-04,6.28238E-04,6.40240E-04,6.19152E-04,7.79006E-04,7.44089E-04,7.87770E-04,8.99588E-04,8.79506E-04,9.06738E-04,9.99736E-04,1.01527E-03,1.01087E-03
427,6.01789E-05,6.09204E-05,6.06671E-05,1.91176E-04,1.94705E-04,1.95461E-04,3.34527E-04,3.27385E-04,3.31869E-04,4.52995E-04,4.73954E-04,4.48922E-04,5.96627E-04,5.95957E-04,5.95770E-04,7.44653E-04,7.59218E-04,7.47241E-04,9.10794E-04,8.55775E-04,9.09789E-04,1.02802E-03,1.00317E-03,1.05329E-03,1.16855E-03,1.20340E-03,1.16130E-03
428,6.83978E-05,6.96191E-05,7.00072E-05,2.15525E-04,2.24007E-04,2.30543E-04,3.77188E-04,3.82528E-04,3.76493E-04,5.27844E-04,5.29302E-04,5.16547E-04,6.92856E-04,6.83834E-04,6.95196E-04,8.66499E-04,8.73248E-04,8.79239E-04,1.05597E-03,9.93190E-04,1.03183E-03,1.18622E-03,1.16530E-03,1.20969E-03,1.35827E-03,1.40716E-03,1.33117E-03
429,7.91598E-05,7.91803E-05,7.98269E-05,2.46401E-04,2.51230E-04,2.60304E-04,4.23371E-04,4.37360E-04,4.27117E-04,6.17760E-04,6.00297E-04,6.05157E-04,8.02894E-04,7.87174E-04,7.94881E-04,9.85589E-04,9.78037E-04,1.00733E-03,1.21118E-03,1.15424E-03,1.15399E-03,1.37994E-03,1.36514E-03,1.36917E-03,1.56392E-03,1.60708E-03,1.52524E-03
430,9.12956E-05,9.02537E-05,9.09632E-05,2.82962E-04,2.85194E-04,2.90839E-04,4.80526E-04,4.95154E-04,4.87109E-04,7.13233E-04,6.89952E-04,7.05736E-04,9.21958E-04,9.08191E-04,9.06677E-04,1.11897E-03,1.10068E-03,1.14676E-03,1.37472E-03,1.33339E-03,1.30595E-03,1.59114E-03,1.58305E-03,1.55137E-03,1.78433E-03,1.81279E-03,1.75716E-03
431,1.03057E-04,1.02643E-04,1.03367E-04,3.21836E-04,3.30236E-04,3.25473E-04,5.50083E-04,5.55606E-04,5.54815E-04,8.01204E-04,7.93029E-04,8.04233E-04,1.03893E-03,1.04017E-03,1.03314E-03,1.27153E-03,1.25388E-03,1.30111E-03,1.53556E-03,1.51554E-03,1.49943E-03,1.79228E-03,1.78972E-03,1.76035E-03,2.00598E-03,2.02131E-03,2.02016E-03
432,1.15747E-04,1.16959E-04,1.17497E-04,3.65225E-04,3.81384E-04,3.66093E-04,6.30236E-04,6.25887E-04,6.31612E-04,8.93777E-04,9.06151E-04,9.05319E-04,1.16385E-03,1.18245E-03,1.17592E-03,1.44207E-03,1.43159E-03,1.47224E-03,1.71432E-03,1.71485E-03,1.72284E-03,2.00797E-03,2.00308E-03,2.00257E-03,2.25425E-03,2.25852E-03,2.30364E-03
433,1.30672E-04,1.33177E-04,1.33124E-04,4.14259E-04,4.28819E-04,4.11463E-04,7.14141E-04,7.10233E-04,7.15353E-04,1.00334E-03,1.02081E-03,1.01289E-03,1.30436E-03,1.32840E-03,1.32818E-03,1.61807E-03,1.61314E-03,1.65141E-03,1.92710E-03,1.94110E-03,1.94720E-03,2.26205E-03,2.24015E-03,2.27055E-03,2.54787E-03,2.54060E-03,2.58185E-03
434,1.48104E-04,1.50701E-04,1.50170E-04,4.67907E-04,4.71947E-04,4.61976E-04,8.01514E-04,8.05115E-04,8.05413E-04,1.13206E-03,1.13810E-03,1.13166E-03,1.46485E-03,1.48041E-03,1.48795E-03,1.80249E-03,1.80060E-03,1.83976E-03,2.17151E-03,2.19309E-03,2.17146E-03,2.55019E-03,2.51008E-03,2.55523E-03,2.88051E-03,2.86475E-03,2.86281E-03
435,1.67675E-04,1.68713E-04,1.68948E-04,5.24098E-04,5.18857E-04,5.20175E-04,8.99052E-04,9.01774E-04,9.03840E-04,1.27520E-03,1.26921E-03,1.26872E-03,1.64931E-03,1.65092E-03,1.65992E-03,2.01440E-03,2.01846E-03,2.04990E-03,2.43291E-03,2.46385E-03,2.42214E-03,2.84821E-03,2.81911E-03,2.85062E-03,3.22919E-03,3.21661E-03,3.18789E-03
436,1.89444E-04,1.87547E-04,1.90044E-04,5.84052E-04,5.76850E-04,5.88238E-04,1.01258E-03,1.00008E-03,1.01404E-03,1.43170E-03,1.42397E-03,1.43038E-03,1.86178E-03,1.85077E-03,1.85230E-03,2.26916E-03,2.28263E-03,2.29319E-03,2.71075E-03,2.75437E-03,2.71983E-03,3.15406E-03,3.17421E-03,3.16350E-03,3.59174E-03,3.59558E-03,3.58457E-03
